App,review_date,review_description,rating,thumbsUpCount,developer_response,developer_response_date,appVersion,review_month
Swiggy,2023-01-27 09:09:21,"Swiggy has to it's worst, it doesn't even take steps to make things better atleast next time... I ordered something else i recieved something else and swiggy doesn't do anything for it... Do we pay money to eat as per their choice?? If we pay shouldn't the choice be ours... It's like we do not have anymore ""right to choices"" Very disappointed",1,1,"Hey there, please drop an email at swiggysocial@swiggy.in with your order ID, it will help us get this checked and get back to you with an apt resolution.",2023-01-27 09:11:52,4.20.1,2023-01
Swiggy,2023-07-12 10:45:17,its fast in delivery,5,0,"Hey there, glad that we have stood up to your expectations. Thank you for the positive review and the perfect star rating. Keep Swiggying. 🙂",2023-07-12 10:52:20,4.36.3,2023-07
Swiggy,2023-03-17 14:39:27,Very bad performance not getting OTP for login pls fix your all bugs,1,0,"We're apologetic about this experience you've faced while ordering with us. Please write to us at swiggysocial@swiggy.in from your registered email address detailing your experience, so we can look into the issue and resolve it for you.",2023-03-17 14:41:59,4.28.2,2023-03
Swiggy,2023-02-05 09:45:28,"I had ordered food from the nearest shop available at exactly 1pm since the delivery time was showing 25-30 min to home and had to go out after that for a visit. The time was already 1.40 and it was still not assigned to any delivery agent There is no swiggy customr care numbr and only chat is available now (which said the hotel is still preparing and i had to contact them) I confirmed from hotel the food was ready by 1.15 and nobody is still assigned to deliver it , i got the food at 2.30 pm",1,0,"Hi, we are sorry about the below-par experience with your order. Please write to us at swiggysocial@swiggy.in along with the order ID, so we can assist you better.",2023-02-05 09:51:59,4.23.2,2023-02
Swiggy,2023-05-25 12:39:39,Nice app for ordering food,4,0,"Hi there, thank you for the review and the stars. We would love to hear from you about how we could hit the 5-star rating. Please do share your thoughts by dropping an email from your registered email ID at swiggysocial@swiggy.in. Looking forward to hearing from you. Keep Swiggying till then. 😊",2023-05-25 12:41:54,4.33.1,2023-05
Swiggy,2022-05-10 16:38:02,Worst app ever. This is my first and last order on swiggy. I ordered a specific item but they delivered something else. And they make fake promises of 50% off on first order but I didn't get any. They took my money. Uninstalling,1,0,"Hello, we're sorry for the unpleasant experience. Please share your concern along with your order details via email at swiggysocial@swiggy.in so that we will look into this & assist you better.",2022-05-10 16:41:57,,2022-05
Swiggy,2023-04-07 05:27:32,"worst app.... Showing Tooo much prices on Pizzaa Dishes, u can't find ur Fav Restaurant in this worst app, hey folks please dont order nd dont instal this dirty app",1,0,"Hi, we are sorry about the below-par experience with your order. Please write to us at swiggysocial@swiggy.in along with the order ID, so we can assist you better.",2023-04-07 05:32:00,4.29.1,2023-04
Swiggy,2022-04-17 17:21:51,Please do not use this app for ordering food. I just had a pathetic experience ordering food from kfc using this app after waiting for more than 45 minutes received a call that the restaurant did not receive the order and said they will cancel my order and said that money will get refund after 5 to 7 business days and have gone to sleep with empty stomach as it was to late to order food again. Worst app ever used......,1,0,That doesn't seem right. Kindly help us with more details of this concern by writing to us at swiggysocial@swiggy.in from your registered email ID and we'll get this checked right away for you.,2022-04-17 17:31:55,4.6.1,2022-04
Swiggy,2023-02-13 16:59:52,This app is the worse app I have ever seen as first they do not deliver the products and when delivered they give u wrong items and Even they do not replace or refund and being a customer u need to beg them to give resolution but this heartless people don't care and just want your hard earned money do not order in night especially and do not trust their delivery man also,1,1,"Hello, we're sorry for the unpleasant experience. Please share your concern along with your order details via email at swiggysocial@swiggy.in so that we will look into this & assist you better.",2023-02-13 17:02:00,,2023-02
Swiggy,2023-05-29 00:51:14,swiggy support sukcs. they never helps you..,1,0,"Hello, we would like to know more about it. Please write to us at swiggysocial@swiggy.in with relevant details elaborating further on your ordering experience with us, so we can set this right for you.",2023-05-29 00:51:56,4.33.1,2023-05
Swiggy,2022-09-16 17:37:57,"Third class, Worst food delivery app. Un-installed permanently. Once again they proved that they are the Uttermost Worst Food Delivery App, Restaurants contact number doesn't work. Delivery boy don't answer the calls. App automatically updates waiting time based on restaurant need. Tiedup with poor service restaurants. Worst thing is developer is deleting my review on play services.",1,23,"Hey there, that doesn't sound right. We would like to have this investigated. Please share the relevant order ID to swiggysocial@swiggy.in and we will assist you further in this regard.",2022-09-16 17:41:56,3.48.4,2022-09
Swiggy,2023-02-19 13:42:20,Worst experience! The time shown in the app is completely wrong. The delivery is not on time.,1,0,"We're apologetic about this experience you've faced while ordering with us. Please write to us at swiggysocial@swiggy.in from your registered email address detailing your experience, so we can look into the issue and resolve it for you.",2023-02-19 13:52:28,,2023-02
Swiggy,2022-03-02 11:33:14,"I love Swiggy!!! I always ordered frim Swiggy since 4 years, in between I tried zomato but never had a good experience on it. The way Swiggy is handled is amazing, good customer service, amazing offers, I am totally satisfied with all the orders I place ! 😍❤",5,1,"Hey there, thank you for the valuable feedback. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",2022-03-02 11:42:00,4.3.1,2022-03
Swiggy,2023-05-07 16:19:40,Any issues in App? Not working past 2 days,1,0,"Hi, we are sorry about this. Please help us with the order id over an email at swiggysocial@swiggy.in, so we can help resolve the issue.",2023-05-07 16:22:01,4.31.1,2023-05
Swiggy,2023-03-03 03:41:41,"App always hangs , I tried lot of time to place an order , but it is still hanging. Not satisfied with the experience.",1,0,"Hey there, we completely understand that we have missed the mark in delivering the order within the promised timeline. Please share your registered details or the order ID by writing to us at swiggysocial@swiggy.in and we would be happy to connect with you post having it checked.",2023-03-03 03:41:56,,2023-03
Swiggy,2023-06-23 08:32:03,This app has better UI than Zomato which is really ugly.,5,0,"Hey there, thanks for rating us a 5-star. Do let us know more about your experience by dropping an email at swiggysocial@swiggy.in from your registered email address & we'll surely work towards improving the services.",2023-06-23 08:41:59,4.31.1,2023-06
Swiggy,2022-04-16 13:28:47,"Based on my experience, everytime Swiggy instamart is making false promise on delivert timings. At the time of order, the estimated delivery time shows up as 26m and after 10m, the remaining delivery time shows up as 27m and total time to complete the order is 37m. It seems Swiggy has jumped on the race to match Blinkit and likes, but is far from delivering on its promise. Loooong way to go Swiggy.",2,0,"Hi, we are sorry about the ordeal. Please write to us at swiggysocial@swiggy.in along with the order ID, so we can assist you better.",2022-04-16 13:31:56,4.6.1,2022-04
Swiggy,2023-06-14 06:05:19,Great 👍 service Great Offers,5,0,"Hey there, glad that we have stood up to your expectations. Thank you for the positive review and the perfect star rating. Keep Swiggying. 🙂",2023-06-14 06:12:00,4.34.0,2023-06
Swiggy,2022-03-23 15:58:02,very bad experiance. they pick 2 joint order and charge us delivery charge high. still after giving high charges. they deliver after 2 hours. and when call to cuatomer care they only ask mafi. no any curtasy for any refund or any componsation. just ask for call again. my personal request 5o switch to any other app from swigy. they must need to face dowanfall in their income. and than only understand how to surve customers.,1,1,"We are sorry to let you down. Please write to us at swiggysocial@swiggy.in from your registered email address elaborating further on your ordeal, so we can expiate for the miss.",2022-03-23 16:01:54,4.4.1,2022-03
Swiggy,2022-02-27 11:39:30,"Their delivery partner struggled reaching the location. He had my live location and even after let him understand the location many times over call he could not deliver my order, I made a call to support and again let him understand on conference call, this process gone in loop.. 2 hours later situation was still the same, I asked support to refund, he denied. And also he suggested me to uninstall this app if I am not happy with the service. And then he cancelled my order. Wasted time and money.",1,34,"Hey there, that should not have happened and we would like to get this checked right away. Kindly help us with your order ID over an email to swiggysocial@swiggy.in, it will help us take this up with our executives and work on corrective measures.",2022-02-27 11:41:59,4.2.2,2022-02
Swiggy,2022-07-13 08:23:16,I used to love this app so much But the refund policy became worse . The restaurants are sending whatever they want . Previously swiggy used to give the refund now it's just send the mail as request received. Worst service. I have been avoiding Zomato for this reason only .,3,0,"Hello there, we're sorry for the unpleasant experience. Please share your order details via email at swiggysocial@swiggy.in so that we will look into this & assist you better.",2022-07-13 08:31:59,4.12.4,2022-07
Swiggy,2022-04-14 16:33:02,Very bad experience and so many instances where the immediate help and assistance is not available.. and there is no action taken even if we complaint!! I will suggest not to use this application.. better use Zomato or some other food delivery applications,1,0,"Hi, we are sorry about the below-par experience with your order. Please write to us at swiggysocial@swiggy.in along with the order ID, so we can assist you better.",2022-04-14 16:41:56,4.6.1,2022-04
Swiggy,2023-06-22 16:05:20,Never ever order from swiggy instamart. They sell very near to expire date items. They cheat people by not displaying packed date and expiry date.,1,0,"Hi there, we get your disappointment with the order. We request you to kindly share your order ID with us over an email to Swiggysocial@swiggy.in and allow us the chance to have this checked and get back to you.",2023-06-22 16:12:02,,2023-06
Swiggy,2022-05-27 16:39:34,Worst experience. 8 out of 10 times my order were not delivered. I waited for 3 hrs. And now a days it happens all the time. Customer care is worst as well as they continuously send aut messages instead of solving the prblm. 3rd class app. 0 stars,1,0,"Hi, we are sorry about the below-par experience with your order. Please write to us at swiggysocial@swiggy.in along with the order ID, so we can assist you better.",2022-05-27 16:42:02,4.9.1,2022-05
Swiggy,2023-07-12 07:11:50,wrost app lates delivery service,1,0,"Hey there, we are sorry to have put you through such a situation. We would like to make amends and request you to kindly share the order ID along with the details of your concern at swiggysocial@swiggy.in and we will do what it takes to turn this around!",2023-07-12 07:12:22,4.36.3,2023-07
Swiggy,2022-08-06 04:21:59,very poor work load assignment. when u start to order in restaurant it shows a time of 20mins but by the time they deliver it goes to 45 mins they change the sla and then say they delivered on time. do not order if u are hungry.it is yet another delivery app for profit and not for customer service.,2,0,"We're apologetic about this experience you've faced while ordering with us. Please write to us at swiggysocial@swiggy.in from your registered email address detailing your experience, so we can look into the issue and resolve it for you.",2022-08-06 04:32:02,4.14.1,2022-08
Swiggy,2023-05-05 06:06:52,Overpriced now because we have to (forcefully) order above 400 for free delivery. Earlier it was not like that. So that's why I switched to Zomato.,2,0,"Hey, we're sorry for the inconvenience caused. Kindly drop us an email at swiggysocial@swiggy.in from your registered email address regarding the same, and we'll work on fixing the issue asap.",2023-05-05 06:11:54,,2023-05
Swiggy,2023-05-14 17:46:11,Worst customer service and poor delivering. Once you open menu and hold for some times all offers vanish suddenly. Never deliver on time.,1,0,"Hi there, we did not mean to keep you waiting for your order. Please share your order ID by writing to us at swiggysocial@swiggy.in and allow us the chance to have this checked for you.",2023-05-14 17:51:58,,2023-05
Swiggy,2022-01-26 05:45:21,"Useless app, they claim to deliver in 16 mins and hence I placed the order, not received even after 50 mins, delivery person not reachable but the app shows him to be just 200mts from my location and customer service people say they can't help with the order as they don't know the status, uninstalled",1,0,"Hi, we are sorry about the below-par experience with your order. Please write to us at swiggysocial@swiggy.in along with the order ID, so we can assist you better.",2022-01-28 23:32:25,,2022-01
Swiggy,2022-08-03 17:47:34,"After entering my home destination (which was double checked by a friend) I ordered from Swiggy and the ""system"" changed the delivery address resulting in no deliver for food paid for ! The second night after re checking my home address I ordered again and exactly the same thing happened other than I had to pay the delivery guy extra to bring my food. Swiggy customer service is diabolical and did nothing but fob me off with rubbish excuses, I will NEVER use them again !",1,0,We're disappointed to know the service has not been to your satisfaction. Kindly write to us at swiggysocial@swiggy.in from your registered email address and we'll have this addressed,2022-08-03 17:51:56,3.63.0,2022-08
Swiggy,2023-06-27 14:15:46,So baad experience on instamart on swiggy don't used this app,1,0,"Hi there, we request you to kindly have your order ID shared with us by writing to us at Swiggysocial@swiggy.in so that we can get to the bottom of this to check what transpired. It will help us get back to you with an apt resolution.",2023-06-27 14:21:58,4.34.0,2023-06
Swiggy,2022-12-05 17:36:52,I have ordered food the delivery boy said my location and not correct and he reached to a wrong place.. without delivering the food the order was confirmed to delivered status..how can be a food delivering app is so useless...the executive had a conversation with me and refund of amount has been generated.. but what about the behaviour of the delivery boy and my hunger .. worst app of all time.. honestly never experienced such type of problem with other apps,1,1,"Hello, we're sorry for the unpleasant experience. Please share your concern along with your order details via email at swiggysocial@swiggy.in so that we will look into this & assist you better.",2022-12-05 17:41:53,4.15.0,2022-12
Swiggy,2023-04-25 14:23:19,All thing is good but there is one problem there is no cash on pay so many times i have not order my food,2,0,"Hey there, we apologize for the inconvenience caused. We request you to kindly let us know more about the issue by writing to us at swiggysocial@swiggy.in from your registered email address, so we can look into it and have it fixed at the earliest.",2023-04-25 14:32:00,4.31.1,2023-04
Swiggy,2023-05-25 18:01:11,I am unable to upload Swiggy App on my iPhone. I have deleted the app from old phone. Still I am not able to upload app. Please help,1,0,"Hi there, we are sorry for any hassle you have faced while ordering with us. Please share the order ID along with the details of the issue by writing to us at swiggysocial@swiggy.in from your registered email address and we would be happy to connect with you and resolve the matter.",2023-05-25 18:02:01,,2023-05
Swiggy,2022-07-22 14:42:03,"Hi Swiggy one suggestion , after food is delivered the page which is displayed have contact to the executive just below the rating, so while doing rating most of the time call is being made to the executive for no reason. Please make some changes its very irritating. Thanks",3,0,"Hello there, we're sorry for the unpleasant experience. Please share your order details via email at swiggysocial@swiggy.in so that we will look into this & assist you better.",2022-07-22 14:52:00,4.12.5,2022-07
Swiggy,2022-08-31 18:10:57,"Pathetic service. I was charged a surge delivery fee, yet the order was delayed by an hour for a distance was less than 2 km. Customer service rep just closed my issue abruptly without my consent , ichad to reopen the chat and then the new associate was just repeating himself again and again. .",1,0,That doesn't seem right. Kindly help us with more details of this concern by writing to us at swiggysocial@swiggy.in from your registered email ID and we'll get this checked right away for you.,2022-08-31 18:12:01,4.15.0,2022-08
Swiggy,2023-05-22 10:39:15,this app is very nice good beautiful thank you,5,0,Hey there! It's a bliss to see that our service brought a smile to your face. We'll endeavor to keep it up. Keep Swiggying. 🙂,2023-05-22 10:42:01,4.33.1,2023-05
Swiggy,2023-06-09 15:42:09,Customer service and resolution is not upto the mark,1,0,"Hi, we are sorry about the below-par experience with your order. Please write to us at swiggysocial@swiggy.in along with the order ID, so we can assist you better.",2023-06-09 15:52:02,4.33.1,2023-06
Swiggy,2022-02-22 10:44:05,"Swiggy was not in a position to take action against the shops (providing less quantity food than ordered quantity) with them due to their policies, then there is no point of buying from swiggy better to go with shops directly. Waste of time and money. Just to make people addicted to swiggy giving offers. Once they came to know you are addicted to them these people show their true colors Now also they proved they can't do anything if the products are substandard quality. Rather than putting simply write to swiggy email, put efforts to take actions. waste service by swiggy again. What is use of that sending mails? Even last time also no action or compensation of the mistakes of the vendors. And swiggy want unable to handle these parts.",1,2,"Hey there, sorry for the delay in delivering the food. Please share the order details to swiggysocial@swiggy.in and we will check this and address it.",2022-02-22 10:51:55,4.2.2,2022-02
Swiggy,2022-01-30 22:35:40,"I would give even less than zero ratings to these people. They take orders telling the order will be delivered in 40 mins and after 30 mins they keep showing same 40 mins countdown. When you ask customer service, ony then they will twll you item is not available and then suddenly cancel the order after 45 mins wait. And after that they refund you in 5-7 business days. What a joke? They have forgotten that the person placing order because he is starving, thats why he pays extra... Pathetic",1,0,"Hello, we would like to know more about it. Please write to us at swiggysocial@swiggy.in with relevant details elaborating further on your ordering experience with us, so we can set this right for you.",2022-01-30 22:42:01,,2022-01
Swiggy,2022-05-28 16:55:32,zomato provide a lot of discount and on swiggy discount are very less and many are just useless for ex. order for high price (for single person which is not suitable) and many card specific. It should bring back 30% regular discount on most order like it used to be earlier pre covid.,1,0,"We are sorry to let you down. Please write to us at swiggysocial@swiggy.in from your registered email address elaborating further on your ordeal, so we can expiate for the miss.",2022-05-28 17:02:03,4.9.1,2022-05
Swiggy,2022-06-09 07:35:41,"Update:I wish I could give 0 star. Also a suggestion for others: please take a screenshot of any discount voucher you get, cuz swiggy can and will remove it anytime and you can't do anything. I have gone through this and when I talked to them they asked if I have any screenshot as the evidence, as in they are asking us to not trust them, by themselves. Delivery is getting pathetic over time.Still you have to talk to their customer service on every second third order. By a happy Zomato customer.",1,32,That doesn't seem right. Kindly help us with more details of this concern by writing to us at swiggysocial@swiggy.in from your registered email ID and we'll get this checked right away for you.,2022-06-09 07:41:59,4.10.2,2022-06
Swiggy,2023-05-13 11:36:24,Thwy clubb3d the orders in different area... So we get cold food,1,0,"Hey there, we apologize for keeping you waiting for food that long. We would like to make it up to you. Kindly share the relevant order ID and we will get connected with you asap.",2023-05-13 11:41:58,4.32.2,2023-05
Swiggy,2023-06-13 10:53:28,Nice Service on time,5,0,Yay! We are super happy to know that you are enjoying our services. Thanks for taking the time out and sharing the review with a perfect star rating. Keep Ordering. 🙂,2023-06-13 11:01:53,4.33.1,2023-06
Swiggy,2022-06-07 16:26:39,Many times they will deliver wrong food item as it happened today. I ordered chicken noodles but I got veg noodles. When tried to contact customer care then they spoke like it was my fault not to share pics before started eating. I am going to uninstall the app right now. Horrible services. Swiggy believes the shopkeepers more than customers.,1,0,We're disappointed to know the service has not been to your satisfaction. Kindly write to us at swiggysocial@swiggy.in from your registered email address and we'll have this addressed,2022-06-07 16:31:59,,2022-06
Swiggy,2022-09-04 11:55:39,The worst app ever at first the should open up a garage as their bikes are always punchered and it takes them 2 to 3 hours to deliver the addres and it takes 2 hours to talk in the costumer servies and if you want a refund you should get 20rupee of coupons so of you want to waste your time so use this as its the perfect app for this. ZOMATO is better than this,1,0,This shouldn't have happened. Kindly help us with the order ID along with the details of the issue by writing to us at swiggysocial@swiggy.in from your registered email ID & we will have this checked.,2022-09-04 12:02:01,,2022-09
Swiggy,2023-06-01 10:36:14,My phone was unreachable but i mentioned my adress still they didnt deliver my food and cancel my order my order was prepaid they took all my money as a cancelation fee . disgusting act from swiggy,1,0,"We're apologetic about this experience you've faced while ordering with us. Please write to us at swiggysocial@swiggy.in from your registered email address detailing your experience, so we can look into the issue and resolve it for you.",2023-06-01 10:46:13,4.21.2,2023-06
Swiggy,2023-03-26 13:57:38,"Very bad experience, no reaction from customer care if there is any missing of orders items,, many times I missed dip, friench fries orders from chicking but no response from swiggy team, very dissapointed,,",1,0,We're disappointed to know the service has not been to your satisfaction. Kindly write to us at swiggysocial@swiggy.in from your registered email address and we'll have this addressed,2023-03-26 14:01:56,,2023-03
Swiggy,2023-05-29 16:13:39,"The worst app in terms of making people more addicted by sending unwanted notifications/, thinking it is attractive. So bad.",1,0,"Hi, we are sorry about the sub-par experience you had faced while ordering with us. Please write to us at swiggysocial@swiggy.in along with the order ID, so we can assist you better.",2023-05-29 16:21:55,,2023-05
Swiggy,2023-03-21 16:09:25,better offers are not there and delivery charges are toomuch,1,0,"Hi there! We being a food delivery service, charge a standard delivery fee on orders to ensure seamless delivery. Please share your registered details or the order ID by writing to us at swiggysocial@swiggy.in and we would be happy to connect with you post having it checked",2023-03-21 16:11:57,4.28.2,2023-03
Swiggy,2023-02-24 18:04:26,Extremely pathetic delivery service... you cannot rate the delivery experience.. cannot post pictures of the food that got spoiled due to the delivery executive. They did not refund my money too. Nowadays there are many good apps from where you can order good food with safe delivery services. Swiggy should be banned.,1,0,"Hello, we're sorry for the unpleasant experience. Please share your concern along with your order details via email at swiggysocial@swiggy.in so that we will look into this & assist you better.",2023-02-24 18:11:54,4.7.0,2023-02
Swiggy,2023-06-29 19:34:04,Better customer support than others. Refund processes are simple and easy to understand. Has great discounts with most of the well-known restaurants available.,5,0,"Hey, thank you for your feedback. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",2023-06-29 19:41:58,,2023-06
Swiggy,2023-06-07 16:20:22,"quickly delivered ,thank you so much",5,0,"Hi there, thank you for your patronage and the perfect rating. We will strive to provide consistent seamless ordering experiences. Keep Swiggying!",2023-06-07 16:22:02,4.33.1,2023-06
Swiggy,2022-07-03 08:45:32,It's one plus membership isn't available for month they ask to activate for a year with soo worthless offers I really felt like waste on money on this app... Zomato pro plus is much more better than this one member it's just a scam u have to buy for 150 no matter what to get free delivery.... Also all offers above rs 400... Such a waste of money is this app n also waste of space in you Mobile...,1,3,"We're apologetic about this experience you've faced while ordering with us. Please write to us at swiggysocial@swiggy.in from your registered email address detailing your experience, so we can look into the issue and resolve it for you.",2022-07-03 08:52:03,4.11.1,2022-07
Swiggy,2022-06-13 08:47:46,"Always got my orders due to unavailability of delivery executive. Why do taking orders if there is no delivery executive. After waiting for 1 and half hours, the fold has been cancelled. Its happening regularly. And also after placing order they are saying the order food is out of stock, its so frustrating. So that I quit ordering food from swiggy",2,0,"We are sorry to let you down. Please write to us at swiggysocial@swiggy.in from your registered email address elaborating further on your ordeal, so we can expiate for the miss.",2022-06-13 08:51:59,4.8.2,2022-06
Swiggy,2023-05-01 05:16:06,Worst food delivery app. Never meets the eta mentioned and makes people wait. Horrible customer support. It's better to cook than just looking at an app showing 15mins more for an hr.,1,0,"Hey, we're sorry for the inconvenience caused. Kindly drop us an email at swiggysocial@swiggy.in from your registered email address regarding the same, and we'll work on fixing the issue asap.",2023-05-01 05:21:55,,2023-05
Swiggy,2023-05-10 15:27:41,Delivery partner is too much late... Always it too more than 1 hour. Zomato is good enough to deliver orders in only 20 minutes... I ordered Before 8 pm... It's delivered at 9 pm... Where's food cooked at 8.15 ..,2,0,"Hey, we request you to let us know more about your experience by writing us an email at swiggysocial@swiggy.in from your registered email ID so that we can have your concern addressed.",2023-05-10 15:31:52,,2023-05
Swiggy,2023-05-17 08:37:24,expensive compare to hotel price,1,0,"Hey, we request you to let us know more about your experience by writing us an email at swiggysocial@swiggy.in from your registered email ID so that we can have your concern addressed.",2023-05-17 08:42:02,4.31.1,2023-05
Swiggy,2022-11-10 17:53:38,"Your security and privacy is in risk as they can send anybody to your home in the name of delivery boy without verification properly. In the name of customers service just bluffing every time, talk several times to supervisor but no action taken. Think twice Before using this app,so far privacy and security is concerns. Anything may be happen to you and your family Legal action extremely needed",1,0,"Hey, we're sorry for the inconvenience caused. Kindly drop us an email at swiggysocial@swiggy.in from your registered email address regarding the same, and we'll work on fixing the issue asap.",2022-11-10 18:02:02,4.20.1,2022-11
Swiggy,2023-05-03 23:10:53,Worst customer support and cancelation policy. Just stopping using swiggy for forever,1,0,"Hey, we're sorry for the inconvenience caused. Kindly drop us an email at swiggysocial@swiggy.in from your registered email address regarding the same, and we'll work on fixing the issue asap.",2023-05-03 23:11:56,4.31.1,2023-05
Swiggy,2023-02-02 15:59:22,"This is a good app ,while starving or while tempted to eat with out doing much preparation there comes swiggy in my mind.I would suggest them to avoid plastic for food.",4,0,"Hey, thank you for your kind review. We hope to keep on giving you a consistent service every time. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",2023-02-02 16:01:59,4.17.0,2023-02
Swiggy,2022-04-14 17:04:45,"During night time we don't get delivery partner assigned and in the end after hours together waiting, order wil be automatically cancelled. If we get an option to chat there also auto replies. Doesn't really care about customer. #zomato is better at food deliver. Never swiggy again. Hopefully my present order doesn't get cancelled.",1,1,"Hi, we are sorry about this. Please help us with the order id over an email at swiggysocial@swiggy.in, so we can help resolve the issue.",2022-04-14 17:11:56,,2022-04
Swiggy,2023-07-13 16:48:04,I will not give any star... As delivery person is also misbehave and order I don't want to cancel but from there side they cancelled my order and did not refund. So much time have to spend with swiggy customer care but they refuse to help me out... If delivery person call you and you say to him to come and I'll receive from gate of my society but he again refuse... So much disappointed from swiggy app that they are not provide food .they want just money by making these type of fraud...,1,0,"Hey there, we are sorry for the unpleasant experience you had. Please share more details about the incident by writing an email at swiggysocial@swiggy.in from your registered email ID. we'll take it up.",2023-07-13 16:52:21,,2023-07
Swiggy,2023-07-09 13:53:18,Very quick delivery before the stupilated time,4,0,Hey there! Such a bliss! We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.,2023-07-09 14:02:20,4.31.1,2023-07
Swiggy,2022-07-07 02:18:43,"As per my experience i am saying!!! Robbering the customers , too much money taking when compared to offline. One of my experience Different items delivered i have raised concern with photos. Simply given reply like next time will take care and escalated the issue with the restaurant.",1,0,"Hey there, we request you to let us know more about your experience by writing us an email at swiggysocial@swiggy.in from your registered email ID so that we can have your concern addressed.",2022-07-07 02:21:58,4.11.1,2022-07
Swiggy,2022-04-03 09:35:46,Using it very frequently in kochi for food and grocery. Except meat stores and some fresh fruit items everything else is priced very similar to super market near by. Availability of milma products is a big positive. They take quick action on complaints.,5,1,"Hey, thank you for your feedback. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",2022-04-03 09:41:59,4.5.0,2022-04
Swiggy,2022-12-30 13:19:04,"No one is responsible nor responding to inconvenience casued by swiggy delivery boys and they said that will take a strong action. It will not be exposed to customers like me and don't know if they are taking action or ignoring. If you are team is conveying about the same to us, not enough. If at all, it happens from your team, the same problem repeats multiple times. I'm not at all happy with swiggy service upon this. Better to use other competitors where we are getting good service or response",1,1,"Hey there, we apologize for the inconvenience caused. We request you to kindly let us know more about the issue by writing to us at swiggysocial@swiggy.in from your registered email address, so we can look into it and have it fixed at the earliest.",2022-12-30 13:21:57,4.23.2,2022-12
Swiggy,2023-07-11 03:48:43,Very prompt service,5,0,"Hey, thanks for the rating! This motivates us to keep serving you better with every order.",2023-07-11 03:52:22,4.35.4,2023-07
Swiggy,2023-07-02 17:51:19,delivery charges are getting high day by day,3,0,"Hi, we are disappointed to hear about the trouble we put you through. We would like to look into this and make amends for the hassle. Please do share your registered details by dropping an email at swiggysocial@swiggy.in, we will ensure the quickest resolution.",2023-07-02 17:51:58,4.35.3,2023-07
Swiggy,2022-05-09 12:26:29,I always loved the app.. But recently cash on delivery option is not available. I don't have any UPI apps but I have only a choice to pay cash on delivery. I hope you can see through it...,4,0,"Hey there, appreciate your feedback, we give utmost priority to our user's feedback and would request you to share yours on swiggysocial@swiggy.in and we can work towards implementing them to provide better services.",2022-05-09 12:32:00,,2022-05
Swiggy,2023-01-26 09:35:51,Dineout feature is very slow and is not upto date. Else the app is good. There must be some improvisation done on the dineout feature.,3,1,"Hi, we are disappointed to hear about the trouble we put you through. We would like to look into this and make amends for the hassle. Please do share your registered details by dropping an email at swiggysocial@swiggy.in, we will ensure the quickest resolution.",2023-01-26 09:41:55,4.24.2,2023-01
Swiggy,2022-10-12 10:39:51,Worst experience ever. Sent me halfeaten and tampered food. Confirmed the same from the restaurant but still no help received from the support team. Uninstalling this app right away. If you do not want to be scammed. Be aware. Even restaurants are telling us to order from them and not swiggy. We were fools to keep ordering from here.,1,0,We're disappointed to know the service has not been to your satisfaction. Kindly write to us at swiggysocial@swiggy.in from your registered email address and we'll have this addressed.,2022-10-12 10:42:01,4.18.2,2022-10
Swiggy,2023-02-01 15:48:42,The sudden hike in one membership right after Zomato stopped their plan is so lame. Expected more from you Swiggy. Different users have different prices. Uninstalling the app.,1,0,"Hi there, we get your disappointment with the order. We request you to kindly share your order ID with us over an email to Swiggysocial@swiggy.in and allow us the chance to have this checked and get back to you.",2023-02-01 15:51:55,4.25.2,2023-02
Swiggy,2023-03-21 10:52:58,After placing order from Domino's pizza it says track your order is not functioning call directly to restaurant then what is purpose in ordering through this app.,1,0,"Hello, we're sorry for the unpleasant experience. Please share your concern along with your order details via email at swiggysocial@swiggy.in so that we will look into this & assist you better.",2023-03-21 11:01:59,4.27.1,2023-03
Swiggy,2023-06-23 15:32:36,very using in everytime,5,0,"Hi there, thank you for your patronage and the perfect rating. We will strive to provide consistent seamless ordering experiences. Keep Swiggying!",2023-06-23 15:41:57,4.34.0,2023-06
Swiggy,2023-04-27 17:07:40,"Horrible experience in swiggy, They fraud, delivered me worse food, I give them photo proof and they assue me for refund but letter mail that couldn't arrange refund if I wish I can rating the perticular restaurant for that issue.",1,0,"Hey there, we are sorry to have put you through such a situation. We would like to make amends and request you to kindly share the order ID along with the details of your concern at swiggysocial@swiggy.in and we will do what it takes to turn this around!",2023-04-27 17:11:59,,2023-04
Swiggy,2022-10-26 04:47:42,very bad experience . I ordered something from swiggy on diwali and they don't delivered me . And after asking to swiggy support they jst said sorry to hear that . It's a pre paid order and they said they cannot give refund or componsation on It. Soo indirectly swiggy support said that it's my fault that I m using swiggy . Just going to uninstall it and never recommend anyone.,1,0,"Hi, we are sorry about the sub-par experience you had faced while ordering with us. Please write to us at swiggysocial@swiggy.in along with the order ID, so we can assist you better.",2022-10-26 04:51:58,4.19.2,2022-10
