App,review_date,review_description,rating,thumbsUpCount,developer_response,developer_response_date,appVersion,review_month
Zomato,2022-03-12 15:33:37,I am not getting 60% off on my first order. By giving such offers you are attracting new customers. It is a type of corporate cheating. More over rates were very high when compared to across the restaurant.,1,0,"Hi there, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",2022-03-13 16:21:55,16.3.8,2022-03
Zomato,2022-03-31 16:29:39,Their delivery riders are always late and the food arrives cold. Once i even got a half eaten piece of cake and the package was damaged. They give a lot of excuses and refund is often late. Would not recommended using zomato,1,0,"Hi there, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",2022-04-01 12:25:12,16.3.9,2022-03
Zomato,2022-09-14 06:22:45,"This app has become irritating bcz of so many pop ups. I dont want the pop ups. However, i would status update on my order. Pls disable it.",2,0,"Hi there, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",2022-09-18 06:40:29,17.0.2,2022-09
Zomato,2022-07-10 07:52:48,Payment page not loading After i add items to cart and trying to check out for payment page .. It is not loading....i have good intent connection and all other apps are working totally fine.... Only zomata payment page is not loading...look into it and fix it Asap,5,0,"Hi there, apologies for the inconvenience caused. Kindly write to us at help@zomato.com (with screenshots, if possible) and our team will reach out to you. We’d love to have you back on the app again.",2022-07-10 08:20:04,16.5.7,2022-07
Zomato,2022-01-28 12:23:28,"Very bas support and never get food as per expectations. While refunding make excuses. So, giving this rating. Hope I will improve the ratings in future as per the services.",1,0,"Hi Sandeep, sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",2022-01-29 12:03:52,16.2.6,2022-01
Zomato,2023-05-16 04:03:53,Helpful and good and great app,5,0,,,17.4.8,2023-05
Zomato,2023-06-12 12:58:43,Cash on delivery not always available,4,0,,,17.5.3,2023-06
Zomato,2022-02-05 13:08:33,I don't know about this app more But today I ordered something for the first time😊 delivery guy switched off his phone and wasn't coming up with my order so I decided to talk to Zomato support there was a guy named Anubhav Gupta was really very polite and good I loved customer support system of this app it's nice😊. I wish it'll improve in my area real soon.,5,0,"Hi Pranjali, sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",2022-02-07 11:21:28,16.2.8,2022-02
Zomato,2022-12-29 10:43:29,they are charging higher nowadays and also if there is no rain still they charge surge. price is too much. Its really bad.,1,0,"Hi there thank you for your feedback, we understand your concern. 'Taxes & Charges' however are dependent on factors like delivery distance, restaurant's own charges, applicable discounts and thereby vary with every order.",2022-12-29 11:44:07,17.2.1,2022-12
Zomato,2022-03-23 18:03:23,"Taking extra price instead actual price with plus taxes and other charges, delivery charges blah blah... I don't want to recommend this app to other.. 😐",1,0,"Hi karuna, we're sorry to hear that. We are constantly working to improve our support infrastructure. It would be great if you can share your concern at psreviewsupport@zomato.com, so we can address the same on priority.",2022-03-27 12:51:59,16.3.9,2022-03
Zomato,2023-03-26 15:08:43,Best food delivery and testy food 😋😢,5,0,"Hi Nehal, glad to hear that! Thank you for your feedback.",2023-01-24 18:58:11,17.4.0,2023-03
Zomato,2022-04-01 14:55:24,"The order didn't arrive at the given Location the dilivery boy was standing 1 km away form the location which i used while ordering and when i asked him to come at the given Location he cancelled the order and the order was pre paid , so i need my 400 ruppee back from Zomato.",1,0,"Hi there, thank you for reaching out. We are constantly striving to improve our service / product for our customers, and your feedback goes a long way in helping us do so. Thank you once again, do keep sharing your valuable inputs with us.",2022-04-02 11:07:48,16.3.5,2022-04
Zomato,2023-04-13 13:15:56,Rubbish app even after being a gold member didn't solved my problems about missing order items again and again. Worst assistance ever.,1,0,,,16.6.2,2023-04
Zomato,2022-09-19 20:40:33,"Support is not good if you have any issue with the food about taste or quantity things, just they say we don't have control it then why giving access to the waste restaurants in zomato and wasting people's money.",3,0,,,17.0.2,2022-09
Zomato,2022-09-15 14:21:14,"Zomato has history to delay all deliveries late, they never able to manage the deliver ontime. Little late is acceptable but most of the orders are delivered more than 20 to 30 minutes late. Hope concern team can work on that.",2,0,"Hi there, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",2022-09-20 08:29:14,17.0.2,2022-09
Zomato,2023-07-15 20:11:13,Enjoy app I love it zomato,5,0,,,17.5.4,2023-07
Zomato,2022-12-10 06:28:31,The overall user experience is good.. But it could be much better if coupons and offers are more..,4,0,"Hi there, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",2022-12-11 04:21:49,17.1.4,2022-12
Zomato,2022-03-04 14:36:21,Worst services provider and are looting just by earning commission's and not providing services. The company is not even bothered to solve for any issue that is escalated. Again faced an issue today where I received cold and without packing food. Zomato executive put us on a conference call (Restaurant manager and zomato executive and me). There restaurant manager blamed zomato for bad delivery and the executive just listened and did nothing. Worst experience ever. Switching to Swiggy for s.,1,0,"Hi there, we extend our sincere apologies for the inconvenience caused to you. We'd request you to kindly write to us at psreviewsupport@zomato.com and we'll reach out to you immediately so as to resolve this.",2022-03-06 13:00:08,16.2.8,2022-03
Zomato,2022-05-19 16:56:35,First it was good ...but from the time when delivery boy is getting 2 diff orders .it takes long time. And food is not that hot now . Zomato please fix it!,2,1,"Hi there, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",2022-05-23 07:45:07,16.4.9,2022-05
Zomato,2022-09-03 09:11:48,No option to talk to customer care it is really ridiculous as you have to chat with a bot which does not have sufficient options to choose from query list,1,0,"Hi there, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",2022-09-11 09:19:37,16.7.0,2022-09
Zomato,2022-06-10 07:58:35,It's the best app that gives home delivery from anywhere to door step I didn't even had to wait for 30 mins and it came so quickly... Loved the app and the workers ❤❤,5,0,"Hi there, that's great! Glad to know you enjoyed using Zomato.",2022-06-10 12:20:47,16.5.2,2022-06
Zomato,2022-05-02 18:40:42,My order delayed and no help from anyone . Tried contact online chat support qnd waited for long time then it closed saying that your issue resolved. I waited for 1 hour 30 minutes. Not able to cancell order also since i am pid.,1,0,"Hi there, sorry to hear about that. Please write out to us at psreviewsupport@zomato.com and we'll reach to you at the earliest.",2022-05-07 09:24:47,16.4.9,2022-05
Zomato,2022-07-07 08:42:22,Food ordering process is easy but the prices shown while placing the order also varies then the actual price at restaurant plus extra taxes while making payments.... not justified,3,0,,,,2022-07
Zomato,2022-04-06 10:43:29,Very useless untrustable application I have ever experienced 😡😡😡😡 Swiggy is better than Zomato I think at least delivered at the same time I won't wanna recommend anyone in my circle to use this type of freaking application 😡😡😡,1,0,"Hi there, we're sorry to hear that. It would be great if you can share your concern at psreviewsupport@zomato.com, so we can address the same on priority.",2022-04-06 14:44:56,16.4.4,2022-04
Zomato,2023-05-30 09:53:39,Enjoying carnival offers Zomato. Loved it.,5,0,,,17.5.0,2023-05
Zomato,2022-03-27 18:26:18,"I can give zero , if that was the option Has happened to me a couple of times No timely delivery, the delivery executive is rude and arrogant and the asst just says sorry...the cycle repeats....their standards have gone down and no easy way to communicate , just keep typing ur worries...hopeless team",1,0,,,16.3.9,2022-03
Zomato,2023-02-05 16:09:24,"Nice app to order food from your favourite restaurant but when we pay before the delivery, here in my area, most of the time the order doesn't come or the delivery boy doens't come.",4,0,"Hi there, glad to hear that! Thank you for your feedback.",2023-02-10 08:19:34,17.2.9,2023-02
Zomato,2022-02-01 15:16:34,"Always making delays while delivering the orders and blaming to restaurant that they club multiple orders. Everytime giving discount is not the solution, zomato should improve on timely delivery.",1,0,"Hi Pravin, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",2022-02-01 17:36:38,16.2.8,2022-02
Zomato,2022-11-18 18:12:00,one of the worst place to order food from. They can't manage their orders. running one kitchen with 4 different names. don't know which order is for which customer. on top of that i got a dumb customer service executive jahnvi. she doesn't know how to handle people. sending same msgs again n again. Did not transfer my chat to the supervisor. also didn't arrange for a call back. she doesn't know what customer service is. I want a complaint to be raised immediately.,1,0,"Hi there, sorry to hear about that. Please write to us at psreviewsupport@zomato.com and we'll reach out to you at the earliest.",2022-11-18 19:16:47,17.1.2,2022-11
Zomato,2022-07-08 08:21:13,Zomato is a very good app. They provide quick delivery and gives attractive offers from time to time.,5,0,"Hi there, glad to hear that! Thank you for your feedback.",2022-07-08 09:32:56,16.5.5,2022-07
Zomato,2022-02-17 07:14:33,For food reasons it is the best app i have ever seen. Keep going with exciting offers and cashbacks. I have won 50Rs cashback on ordering. Thank u zomato.,4,0,"Hi Paramesh, glad to hear that! Thank you for your feedback.",2022-02-17 09:11:41,16.3.1,2022-02
Zomato,2022-10-12 07:16:47,Actually in the menu chart the rate was 840 + I applied the coupon (yummy )of 50rs but the total amount shown was 920 how did this rate oncreased instead of decreasing?????,4,0,"Hi Rajni, please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",2022-10-12 10:24:16,17.0.5,2022-10
Zomato,2022-06-29 11:42:16,Zomato is getting worse and worse day by day they removing all discounts and suspending my favourite restaurants there is not any customer support for this . They are also charging many irrelevant delivery charges surge charges and not giving any discount if we try to get discount it is not available on all items of the restaurant very bad experience i don't suggest this app .,1,0,"Hi there, sorry to hear about that. Please write to us at psreviewsupport@zomato.com and we'll reach out to you at the earliest.",2022-06-29 14:21:31,16.5.5,2022-06
Zomato,2023-06-03 10:29:34,Wow....Supr fast and clean delivery..... spr,5,0,"Hi there, glad to hear that! Thank you for your feedback.",2023-06-13 06:47:58,17.5.1,2023-06
Zomato,2022-12-03 11:57:04,"Better than swoggy, love the experience you guys are giving, keep it up , add credit facilities to accounts soo that we can order without any hassle . Zomato for life",5,0,"Hi there, glad to hear that! Thank you for your feedback.",2022-12-09 09:15:04,17.1.4,2022-12
Zomato,2022-07-03 07:48:36,It always provides mouth watering🤤food... And I have been never disappointed by zomato...lots of love to you😘😘...the restaurants which are on zomato... Just superb...😚,5,0,"Hi there, glad to hear that! Thank you for your feedback.",2022-07-03 09:28:20,16.5.2,2022-07
Zomato,2022-11-07 07:55:01,I am not able to contact zomaland helpline and there is no options other than email. I was charged twice with no ticket.,1,0,"Hi there, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",2022-11-15 08:44:25,17.0.8,2022-11
Zomato,2022-03-27 08:31:59,The app and service is great. I have transferable job and this app is quite helpful to order food in different cities.,5,0,"Hi Ankita, that's great! Glad to know you enjoyed using Zomato.",2022-03-29 08:43:56,16.3.9,2022-03
Zomato,2022-05-24 07:51:08,Very poor service provider and i am active my wallet but my wallets not active show under process last 30 days nobody help me very poor service provider and i have a recived mail for apply a Zomato edit card but I am unable to show options in Zomato app this is very poor customer service provider nobody help and solve the problem i am already raise a complaint again and again but nobody help me,1,0,"Hi there, sorry to hear about that. Please write to us at psreviewsupport@zomato.com and we'll reach out to you at the earliest.",2022-05-25 11:51:35,,2022-05
Zomato,2023-05-24 15:10:43,"Love it, Best service",5,0,,,17.5.0,2023-05
Zomato,2022-10-25 11:12:47,"Amazing taste and good quality food. Proper balanced ingredients worth penny wise. I appreciate that you provide food in sealed bags. Love your food, love your service. Thanks",5,0,"Hi there, glad to hear that! Thank you for your feedback.",2022-10-25 11:28:33,,2022-10
Zomato,2022-12-02 15:03:29,The most useless supply chain..... Absolutely unprofessional..... There is absolutely no match between the ETA and actual time of arrival..... Disgusting and frustrating....,1,0,,,17.0.9,2022-12
Zomato,2023-06-25 18:18:12,"Don't buy. I order triple chocolate waffle n extra chocolate but without any tags n cover I just simply received the box but not the extra item which I paid for extra chocolate but zomato took my money n said we are helpless n saying sorry. Is the sorry return my money. Really I will never buy on zomato once again,really hating the app 😠😠😠😤😤😠😠😠😠😠🤮🤮🤮💩",1,0,,,,2023-06
Zomato,2023-06-27 17:35:32,Good you can get 125 off in first order,5,0,"Hi there, glad to hear that! Thank you for your feedback.",2023-06-27 17:38:29,17.5.6,2023-06
Zomato,2023-07-18 09:52:43,So good app must try,5,0,"Hi there, glad to hear that! Thank you for your feedback.",2023-07-18 09:54:13,17.6.0,2023-07
Zomato,2023-03-19 15:53:42,Very Low quantity Delivered my Order ..last time...it's Big issue..this time we trust the Zomato.. this time we order just see .... quality is best but quantity...? Waiting..,1,0,"Hi Rajkumar, sorry to hear about that. Please write to us at psreviewsupport@zomato.com & we'll immediately bring this to the notice of the restaurant and help address your concern at the earliest.",2021-06-14 07:56:24,17.3.2,2023-03
Zomato,2023-04-23 08:28:44,Zomato delivery is too good plus the food is awesome 👍,5,0,,,17.4.4,2023-04
Zomato,2023-02-15 17:02:36,My money has been deducted by Zomato for no reason and they are not responding even after e mails,1,0,"Hi there, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",2023-02-16 13:01:18,17.3.2,2023-02
Zomato,2022-08-21 08:11:20,Best app for fast delivery but a few times order gets misplaced and that to happens once in a blue moon . And it never happened with me So the app is quite good,5,0,"Hi there, glad to hear that! Thankyou for your feedback.",2022-08-22 16:24:38,16.6.8,2022-08
Zomato,2022-09-07 16:29:03,Wrong commitment on hygiene and safety standards. Always deliveries are delayed and now they have start delivering wrong items. Customer support is not willing to help if you are not providing good rating to them. Now they starting blaming customer for everything. Zomato switch off the chat option and ensure no negative for customer care,1,1,"Hi there, please write to us at psreviewsupport@zomato.com & we'll look into this asap. We also encourage you to share your feedback with the restaurant, by writing a review on Zomato.",2022-09-07 16:43:21,15.3.1,2022-09
Zomato,2023-07-22 09:51:42,Very nice app,5,0,"Hi there, glad to hear that! Thank you for your feedback.",2023-07-22 09:53:58,17.6.0,2023-07
Zomato,2022-10-15 08:44:46,"Its lovely app, swift and professional, some items like Fish Tikka and Bhindi masala a few of my favourites were not added in the delivery menu. Please add.",5,0,"Hi Lorraine, thank you for bringing this matter to our notice. Your feedback is duly noted, and we'll certainly work to improve our services based on the same. We hope you have a better experience with us in the future.",2022-10-16 13:21:40,17.0.5,2022-10
Zomato,2023-03-29 07:13:27,Good service some times customer service is not good but nice service,5,0,,,17.4.0,2023-03
Zomato,2022-06-21 12:56:26,"Not at all happy with Zomato how they are helping the customer. From last two days ruining my mood, taste and craving for something I ordered but it's worst and crazy thing is that there is no one to assist or help where we can share our concern only chat",1,0,"Hi Abhishek , sorry to hear about that. Please write to us at psreviewsupport@zomato.com and we'll reach out to you at the earliest.",2022-06-30 10:52:01,16.5.5,2022-06
Zomato,2023-02-17 11:23:49,Everything is good but price was little high,5,0,"Hi there, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",2023-02-17 11:42:23,17.3.2,2023-02
Zomato,2022-12-21 19:33:41,"Great offers and good delivery staffs... Professional behaviour... Love it, will recommend it... PS:- I do minimal ordering yet I liked it.",5,0,"Hi there, glad to hear that! Thank you for your feedback.",2022-12-22 05:43:36,17.2.1,2022-12
Zomato,2023-07-08 11:16:24,Expensive but overall good experience,4,0,,,17.4.8,2023-07
Zomato,2022-04-04 23:05:04,Worst services experienced. They don't clarify the orders and cancel them without giving any information while you are waiting for the orders. Be aware guys never buy the gold membership of zomato..........,1,0,"Hi there, we extend our sincere apologies towards the inconvenience caused to you. We'd request you to kindly write to us at psreviewsupport@zomato.com and we'll reach out to you immediately so as to resolve this.",2022-04-05 07:57:42,16.4.2,2022-04
Zomato,2023-05-19 16:36:39,Worst customer support ever!,1,0,,,17.4.8,2023-05
Zomato,2022-07-23 05:05:25,"Day by day their service become worst. Delaying in delivery is the everyday problem. And recently they switched off the option "" chat with support executive""so literally not getting any kind of help from customer service.",1,0,"Hi there, sorry to hear about that. Please write to us at psreviewsupport@zomato.com and we'll reach out to you at the earliest.",2022-07-23 10:55:23,16.6.1,2022-07
Zomato,2023-02-01 13:31:58,Very very and very good online food delivery app I like it very much because it takes time for deliver item 15 to 20 minute and food quality is excellent I have only three word for this amazing amazing and amazing........... 😊😊😊😊😊😁😀😊☺️☺️☺️😊😁😂😁😀😊😊😀😁😁😊😊😊🤣🤣🤣🤣🤣🤣,5,0,"Hi Arijit, glad to hear that! Thank you for your feedback.",2023-02-02 11:07:42,17.0.3,2023-02
Zomato,2023-01-05 18:39:52,"Changing my review as the customer service has improved remarkably for the past 2 years ... I used to face a lot of glitches earlier and rated them 1, but I see improvement in the experiences and like it now",5,0,"Hi there, glad to hear that! Thank you for your feedback.",2023-01-07 09:55:33,,2023-01
Zomato,2023-03-19 14:22:23,Simple and superb service,5,0,"Hi there, glad to hear that! Thank you for your feedback.",2023-03-24 01:13:46,17.3.9,2023-03
Zomato,2023-03-11 21:13:12,Completely wasting of time. They didn't deliver you properly. If you ask them they simply say sorry sir we will take as feedback. Awful.,1,0,,,17.3.8,2023-03
Zomato,2022-06-04 17:40:48,Till date experience with zomato is really awesome...appreciate the fast & prompt response from the customer care on occurence of any issue...Really great job from zomato comparing with other food apps....,5,0,"Hi there, glad to hear that! Thank you for your feedback.",2022-06-06 13:49:25,16.5.2,2022-06
Zomato,2023-04-21 05:44:11,They are not canceling the order so much problem no customer support after 7:30 Stupid app,1,0,,,17.4.2,2023-04
Zomato,2023-04-11 14:26:41,Simple and neat to understand,5,0,,,17.4.2,2023-04
Zomato,2022-11-15 18:41:16,"Better than going to restaurant or hotel simply get food from here with cheaper prices than going and eating there with the help of provided coupons,offers,cashbacks",4,0,"Hi there, glad to hear that! Thank you for your feedback.",2022-11-16 07:17:42,17.1.0,2022-11
Zomato,2023-02-12 08:29:36,Nice app. Simple and ease of use.,5,0,"Hi there, glad to hear that! Thank you for your feedback.",2023-02-12 13:35:18,17.3.1,2023-02
Zomato,2023-05-25 07:37:36,Delivery charges are very high,3,0,,,17.4.6,2023-05
Zomato,2023-03-04 04:15:15,Excellent app and service,5,0,"Hi Ajaya, Glad to hear that! Thank you for your feedback.",2023-03-05 15:17:13,17.3.8,2023-03
Zomato,2023-06-11 09:08:05,"Feel like robbed. Even after having gold membership, I have been provided with less amount coupon than non members.",2,0,,,,2023-06
Zomato,2022-11-12 17:14:29,"Worst experience,if someone cancel your orders they charge high cost....i cancel my order for emergency after that they got cancellation fees above 70 😏worst zomotto.....i think better than swiggy or other apps🤦 zomotto (🖕🏻)",1,1,"Hi there, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",2022-11-13 10:52:51,17.0.7,2022-11
Zomato,2022-02-16 18:18:18,The Zomato as a service is extremely bad with worst customer service . Worst delivery and higher delivery charges which it doesn't deserve.. so many issues when we have order last couple of times,1,9,"Hi Triveni, we extend our sincere apologies for the inconvenience caused to you. We'd request you to kindly write to us at psreviewsupport@zomato.com and we'll reach out to you immediately so as to resolve this.",2022-02-17 10:16:50,16.3.1,2022-02
Zomato,2022-04-14 17:51:33,The worst service ever I had seen they say they will deliver the food ontime but it's been more than an hour they will change the time for every second the worst and disgusting service. Its better to use swiggy they will maintain a time atleast,1,0,"Hi there, please write to us at psreviewsupport@zomato.com so that we can check where exactly things went wrong and assist you accordingly.",2022-04-15 07:50:39,16.4.5,2022-04
Zomato,2023-06-18 15:02:20,Good food and delivery,5,0,"Hi there, glad to hear that! Thank you for your feedback.",2023-06-18 15:04:54,17.4.1,2023-06
Zomato,2022-05-08 12:37:20,Uninstalled the app today... looting a hefty amount of money in the name of taxes ... would rather take a walk or drive instead of ordering from here ...the app was good but now they too only want to make money,1,0,"Hi there, sorry to hear about that. Please write to us at psreviewsupport@zomato.com and we'll reach out to you at the earliest.",2022-05-15 08:28:13,,2022-05
Zomato,2023-03-17 15:09:26,Yaa good of food delivery but service are some slow then I prifed too just,4,0,,,17.3.9,2023-03
Zomato,2022-12-18 15:32:35,Worst experience from ZOMATO. I placed order at 7:45 and still delivery executive is not assigned. I tried to chat with ZOMATO executive since half and hour but no reply from them. And now chat also not showing option for typing. Please refund my amount as soon as possible.,1,0,"Hi Amol, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",2022-12-19 08:39:57,,2022-12
Zomato,2023-02-07 09:09:56,Nice app . Delivery is always on time 👍👍,5,0,"Hi Anil, we are glad to know that you are happy with our delivery service. We strive towards creating a delivery universe that is uniquely focused on ensuring a good experience.",2023-02-10 13:01:58,17.3.1,2023-02
Zomato,2023-04-19 12:30:22,Making fraud business by tighting up with some cheap restaurants in Bengaluru..On April 17th I have placed an order family pack chicken dum-biryani from Hyderabad handi biryani restaurant.. there was no pieces only rice was sended..then i call to restaurant regarding the issue then they told me to contact zomato coustomer care for refund..i was trying to contact zomato customer service...but there was no way to contact them...i have raised a issue through my order section.. no proper response,1,0,,,17.4.4,2023-04
Zomato,2022-08-18 11:05:37,this is the worst app i have ever seen cause if u order something and u dont get a proper thing and if u requst for help to zomato service center they just cant help u out this aap. really sucks...!!,1,0,"Hi there, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",2022-08-18 12:51:12,16.6.2,2022-08
Zomato,2022-02-07 09:47:15,"Zomato is not taking any delivery charges,but the delivery partners are giving fast delivery,by bikes coming to Campus gate and very polite attitude,maintaing distance also at time of delivery...wish zomato to progress in this business highly...thanks",5,0,"Hi Subhasree, that's great! Glad to know you enjoyed using Zomato.",2022-02-07 13:38:13,16.2.8,2022-02
Zomato,2022-11-21 17:44:56,Cutting short on discount-codes-applied for when the screen goes back & forth. Conveniently charging but customer care executive not available for sorting issues. Unreasonable unkept promises & resolutions !,1,0,"Hi there, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",2022-12-01 10:17:23,17.1.3,2022-11
Zomato,2023-03-09 18:04:37,Really good food delivery app Keep it up 👍,5,0,"Hi Tanmay, glad to hear that! Thank you for your feedback.",2023-03-10 22:20:05,17.3.6,2023-03
Zomato,2023-04-29 08:11:51,"The gold experience is NOT what it used to be before.. Anyway, what to say more.. 🤷🏻‍♂️",3,0,,,17.4.4,2023-04
Zomato,2022-12-31 19:32:02,Order doesn't reach on time. There is no mechanism to contact anybody in case of delay in order delivery. Very poor response system.,1,0,"Hi Bibek, sorry to hear about that. Please write to us at psreviewsupport@zomato.com and we'll reach out to you at the earliest.",2023-01-01 05:56:49,17.2.3,2022-12
Zomato,2022-05-09 21:10:39,Its seems impossible for me to imagine world without Zomato and Swiggy . . They have made life so easy and Comfortable. Tasty food on ur finger tips.,5,0,"Hi Abhishek, glad to hear that! Thank you for your feedback.",2022-05-10 10:33:12,16.4.9,2022-05
Zomato,2022-12-06 14:42:22,"Grt app and its executives who deliver foods in ant condition. But customer should aware about the restaurant and its menu prices. And zomato should co-operate with customer who get 3rd class food from the restaurant, customer pays money for good food, zomato should refund the money or replace the food in this condition.",5,0,"Hi Rakesh, please write to us at psreviewsupport@zomato.com & we'll look into this asap. We also encourage you to share your feedback with the restaurant, by writing a review on Zomato.",2022-12-14 13:56:12,17.1.4,2022-12
Zomato,2022-04-08 12:54:58,WORST experience....!! The other day I ordered and received rotten biryani and had to face issue. Today ordered salad from subway and the quantity in box was half. Zomato says we are just delivery partner cannot do anything for food while it takes all the money from us and delivers rotten and hald quantity food. It's high time I switch to Swiggy and other food delivery apps. Worst customer support ever where customer says we would like to loose you as a customer.,1,0,"Hi there, we're sorry to hear that. It would be great if you can share your concern at psreviewsupport@zomato.com, so we can address the same on priority.",2022-04-08 14:41:01,16.4.5,2022-04
Zomato,2022-12-18 11:02:02,Worst pricing strategy and very very bad customer service 😑 . No proper response I used to regularly purchase in Zomato but now It is so embarrassing for me. Really not recommended able.,1,1,"Hi there, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",2022-12-19 16:50:52,17.0.9,2022-12
Zomato,2022-10-16 10:49:36,"It's showing coupons aren't available,only for me.And also doesn't provide cash on delivery I'm disappointed with this. Why should I don't get any coupon.",1,0,"Hi Sakshi, sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately.",2022-10-17 12:41:07,,2022-10
Zomato,2023-02-10 13:31:48,Now a days Zomato service is just like One of helping hands to us..great service,5,0,"Hi dipankar, we are glad to know that you are happy with our delivery service. We strive towards creating a delivery universe that is uniquely focused on ensuring a good experience.",2023-02-10 14:48:04,17.3.1,2023-02
Zomato,2023-06-23 11:45:36,Everything is goog fast delivery and if u want to cancel order zomato will return the fund,5,0,"Hi Toufik, glad to hear that! Thank you for your feedback.",2023-06-28 15:49:56,17.4.0,2023-06
Zomato,2023-06-01 17:51:06,"Love it,enjoy this service",5,0,,,17.5.0,2023-06
Zomato,2022-09-26 09:46:07,This is amazing offers fast delivary heaven for me guys this app is just amazing now I just want to click on zomato just go on food that I love just order this is so easy to use I can eat anything I want Frome places that is far Frome me love it,5,0,"Hi there, glad to hear that! Thankyou for your feedback.",2022-09-26 10:16:50,17.0.4,2022-09
Zomato,2023-05-06 18:57:35,Very fast delivery,5,0,"Hi there, glad to hear that! Thank you for your feedback.",2023-05-06 18:59:02,17.4.6,2023-05
Zomato,2023-06-18 09:12:23,Never provide customer support very poor service,1,0,,,17.4.4,2023-06
Zomato,2023-05-14 06:35:36,So tasty food and healthy,5,0,,,17.4.8,2023-05
Zomato,2023-04-24 14:44:33,Easy to use and Best offer given,5,0,,,17.4.4,2023-04
Zomato,2023-06-08 04:20:27,Zomato doesn't have control over Dominos & its deliveries & refund in 4 - 5 days,5,0,,,17.5.2,2023-06
Zomato,2022-07-13 08:40:06,"Very bad experience, order was not delivered and not received my money back. They are asking to place the order again and no support available.",1,0,"Hi Kavita, sorry to hear about that. Please write to us at psreviewsupport@zomato.com and we'll reach out to you at the earliest.",2022-07-13 10:07:39,16.5.9,2022-07
Zomato,2022-02-27 16:54:23,"Your Restaurant are taking orders but not able to prepare the food even after 2 hr waiting and atall they are not able to deliver the foods. It's wastage of time, money and all.",2,0,"Hi Saumen, sorry to hear about that. Please write to us at psreviewsupport@zomato.com & we'll get this resolved ASAP.",2022-02-27 17:46:18,16.3.5,2022-02
Zomato,2023-05-10 16:37:47,Very fast delivery,5,0,"Hi there, glad to hear that! Thank you for your feedback.",2023-05-10 16:40:06,17.4.8,2023-05
Zomato,2022-03-22 12:27:03,Seriously I want to tell this .. Zomato notification contents are superb. It so fun and creativity. All credit and my wishes go to content writers.😁,5,0,,,16.3.8,2022-03
Zomato,2023-04-30 09:14:24,Its Expensive But Application is very good and very fast,5,0,,,17.4.4,2023-04
Zomato,2022-04-26 15:54:15,"One thing i would like to say, menu are different from the shop.... Almost high from the shop which we order... And delivery charge always high... So that means i can't afford zomato...",1,0,"Hi there, please write to us at psreviewsupport@zomato.com and we'll reach out to resolve this immediately.",2022-04-27 06:50:03,,2022-04
Zomato,2022-06-25 16:09:25,"Best app. They initiated a refund and completed it in just 5 mins, when the food a got was stale... Keep up the good work guys",5,0,"Hi Swarup, glad to hear that! Thank you for your feedback.",2022-07-03 13:27:28,16.5.5,2022-06
Zomato,2023-01-24 18:24:31,It's pretty efficient to place orders and it probably offers a more wider range of outlets than other apps.,4,0,"Hi Mehboob, we are glad to know that you are happy with our delivery service. We strive towards creating a delivery universe that is uniquely focused on ensuring a good experience.",2023-01-28 15:07:48,17.2.1,2023-01
Zomato,2022-02-12 09:37:35,"Nice app,very fast and all features are avaliable at write place and easy to access any one.",5,0,"Hi Rajesh, glad to hear that! Thank you for your feedback.",2022-02-12 10:43:29,16.2.8,2022-02
Zomato,2022-07-05 06:13:34,New app change made defficult to oder people new to technology like older generation and it's quite complicated now I think this will nagatively effect zometo I suggest if you want this change make larger and bigger oder button inside resturant Manu even blind can see other wise lost cose,1,0,"Hi there, thank you for reaching out. We are constantly striving to improve our service / product for our customers, and your feedback goes a long way in helping us do so. Thank you once again, do keep sharing your valuable inputs with us.",2022-07-05 06:31:00,16.5.7,2022-07
